Title,Channel,Views,Duration,Upload date,Video type,Url,Thumbnail,Fallback
Are you Installing Quixel Bridge for Octane Blender Properly?,1 Polygon With Me,2470,00:14:25,2024-02-07,Beginner Tutorial,https://www.youtube.com/watch?v=ksWv8EDzJoc,thumbs/ksWv8EDzJoc.jpg,https://i.ytimg.com/vi/ksWv8EDzJoc/hqdefault.jpg
Daily Update #1 –Building the most helpful Octane Blender community,1 Polygon With Me,123,00:14:25,2025-07-31,Beginner Tutorial,https://www.youtube.com/watch?v=-3RNX1PnYWo,thumbs/-3RNX1PnYWo.jpg,https://i.ytimg.com/vi/-3RNX1PnYWo/hqdefault.jpg
Blender Octane Render Tutorial | Getting Started with Universal Material,Ambocc 3D,2000,00:14:26,2022-10-19,Beginner Tutorial,https://www.youtube.com/watch?v=TgPaW8Le7Yg,thumbs/TgPaW8Le7Yg.jpg,https://i.ytimg.com/vi/TgPaW8Le7Yg/hqdefault.jpg
Octane Render Engine for Blender ~ How to Install Octane Helper for Blender Materials to Octane,Solomon Jagwe,5384,00:14:29,2021-02-08,Beginner Tutorial,https://www.youtube.com/watch?v=LyZiMKlWAa0,thumbs/LyZiMKlWAa0.jpg,https://i.ytimg.com/vi/LyZiMKlWAa0/hqdefault.jpg
Introduction to Octane Scatter in OctaneRender for Blender - Part 1,Lino Grandi,1260,00:14:37,2025-01-29,Beginner Tutorial,https://www.youtube.com/watch?v=zazwdFdexjs,thumbs/zazwdFdexjs.jpg,https://i.ytimg.com/vi/zazwdFdexjs/hqdefault.jpg
How I Do Advanced Texturing in Octane Blender,1 Polygon With Me,4327,00:14:38,2024-03-20,Beginner Tutorial,https://www.youtube.com/watch?v=XgrpR8Vjs3g,thumbs/XgrpR8Vjs3g.jpg,https://i.ytimg.com/vi/XgrpR8Vjs3g/hqdefault.jpg
"Octane Blender ""How I Made This""",1 Polygon With Me,2086,00:14:42,2024-07-20,Beginner Tutorial,https://www.youtube.com/watch?v=vsZ_EbainBI,thumbs/vsZ_EbainBI.jpg,https://i.ytimg.com/vi/vsZ_EbainBI/hqdefault.jpg
"Octane for Blender  //  Cryptomattes, Render Passes and using EXRs in Photoshop",Alex Pearce,9047,00:14:52,2020-12-10,Beginner Tutorial,https://www.youtube.com/watch?v=9a4oekjQR5A,thumbs/9a4oekjQR5A.jpg,https://i.ytimg.com/vi/9a4oekjQR5A/hqdefault.jpg
RUINIC TEMPLE - OCTANE BLENDER AND 3D COAT - CONCEPT ART TIMELAPSE,Nivellium,10154,00:14:52,2022-07-01,Beginner Tutorial,https://www.youtube.com/watch?v=W--zKIanfjU,thumbs/W--zKIanfjU.jpg,https://i.ytimg.com/vi/W--zKIanfjU/hqdefault.jpg
Is Photorealism Hard? Watch Me Do It with Blender (Octane) & Reality Capture,1 Polygon With Me,3667,00:15:00,2024-09-24,Beginner Tutorial,https://www.youtube.com/watch?v=gk0DYW_pSP4,thumbs/gk0DYW_pSP4.jpg,https://i.ytimg.com/vi/gk0DYW_pSP4/hqdefault.jpg
Understanding Adaptive Sampling in Blender Octane,ArchiVizual,1673,00:15:13,2021-08-25,Beginner Tutorial,https://www.youtube.com/watch?v=MDvPmRXkPkI,thumbs/MDvPmRXkPkI.jpg,https://i.ytimg.com/vi/MDvPmRXkPkI/hqdefault.jpg
Master Blender Octane in Record Time!,1 Polygon With Me,947,00:15:15,2024-05-06,Beginner Tutorial,https://www.youtube.com/watch?v=Nq_hYAwXqm4,thumbs/Nq_hYAwXqm4.jpg,https://i.ytimg.com/vi/Nq_hYAwXqm4/hqdefault.jpg
(TUTO) TEXTURISER un skin en OCTANE sur BLENDER !!,HvKTomar,51,00:15:18,2025-07-28,Beginner Tutorial,https://www.youtube.com/watch?v=IfVcJUGwqyg,thumbs/IfVcJUGwqyg.jpg,https://i.ytimg.com/vi/IfVcJUGwqyg/hqdefault.jpg
Simple moves in Blender Octane. Part 2.,Alex Torhan,127,00:15:19,2024-04-27,Beginner Tutorial,https://www.youtube.com/watch?v=FFo-nfCbYaM,thumbs/FFo-nfCbYaM.jpg,https://i.ytimg.com/vi/FFo-nfCbYaM/hqdefault.jpg
Octane Blender Beginner's Guide: Render Settings,1 Polygon With Me,2198,00:15:33,2024-10-21,Beginner Tutorial,https://www.youtube.com/watch?v=5ypPioM1SzQ,thumbs/5ypPioM1SzQ.jpg,https://i.ytimg.com/vi/5ypPioM1SzQ/hqdefault.jpg
Getting Started Using OctaneRender for Blender w/ Lino Grandi | Studio Sessions,NVIDIA Studio,61018,00:15:38,2021-01-27,Beginner Tutorial,https://www.youtube.com/watch?v=Mr_ZW3heXcU,thumbs/Mr_ZW3heXcU.jpg,https://i.ytimg.com/vi/Mr_ZW3heXcU/hqdefault.jpg
4) Octane بالعربي | Metallic Material,nourmaged3d - نور ماجد ثري دي,31,00:15:44,2025-08-08,Beginner Tutorial,https://www.youtube.com/watch?v=pgqB7ame8jA,thumbs/pgqB7ame8jA.jpg,https://i.ytimg.com/vi/pgqB7ame8jA/hqdefault.jpg
FREE Octane Blender Guide Sun & Emission Nodes,1 Polygon With Me,339,00:15:45,2025-03-04,Beginner Tutorial,https://www.youtube.com/watch?v=LVZpCCkPKIc,thumbs/LVZpCCkPKIc.jpg,https://i.ytimg.com/vi/LVZpCCkPKIc/hqdefault.jpg
Tutorial - Creating a Gradient Effect in Glass Material in Blender Octane,ArchiVizual,2054,00:16:01,2023-10-31,Beginner Tutorial,https://www.youtube.com/watch?v=lMdDhCVgAEc,thumbs/lMdDhCVgAEc.jpg,https://i.ytimg.com/vi/lMdDhCVgAEc/hqdefault.jpg
Octane vs Cycles | Blender 2.92,Damian Mathew (Badger),106229,00:16:04,2021-06-22,Beginner Tutorial,https://www.youtube.com/watch?v=NG1e4GN1X6Y,thumbs/NG1e4GN1X6Y.jpg,https://i.ytimg.com/vi/NG1e4GN1X6Y/hqdefault.jpg
Blender Octane Tutorial | How to create a mysterious scene in Blender Octane,Franz Röhrle,5252,00:16:07,2021-01-22,Beginner Tutorial,https://www.youtube.com/watch?v=Rcew6FHkX_8,thumbs/Rcew6FHkX_8.jpg,https://i.ytimg.com/vi/Rcew6FHkX_8/hqdefault.jpg
Mastering Embossed Texture Displacement in Octane for Blender!,J_Roenn ,5107,00:16:07,2023-08-25,Beginner Tutorial,https://www.youtube.com/watch?v=mKON0BumaBc,thumbs/mKON0BumaBc.jpg,https://i.ytimg.com/vi/mKON0BumaBc/hqdefault.jpg
Twisted Dispersed Glass | Blender & Octane Render  Beginner Friendly Tutorial,Varun Kumar,66518,00:16:07,2022-02-12,Beginner Tutorial,https://www.youtube.com/watch?v=xkDbeHV2ZN0,thumbs/xkDbeHV2ZN0.jpg,https://i.ytimg.com/vi/xkDbeHV2ZN0/hqdefault.jpg
Blender Practice Series 04 - Octane Morning Brew,aumission,1805,00:16:09,2023-08-26,Beginner Tutorial,https://www.youtube.com/watch?v=Cn69qyS_pv0,thumbs/Cn69qyS_pv0.jpg,https://i.ytimg.com/vi/Cn69qyS_pv0/hqdefault.jpg
Silverwing: Octane 2025.1 Showcase 04 - Decal System,SilverwingVFX,3278,00:16:14,2025-02-16,Beginner Tutorial,https://www.youtube.com/watch?v=kDJeRnkBp2k,thumbs/kDJeRnkBp2k.jpg,https://i.ytimg.com/vi/kDJeRnkBp2k/hqdefault.jpg
"""Why I Took Down My Video"" Daily Report #7 Octane Blender",1 Polygon With Me,319,00:16:16,2025-08-07,Beginner Tutorial,https://www.youtube.com/watch?v=pndBIC-2A7A,thumbs/pndBIC-2A7A.jpg,https://i.ytimg.com/vi/pndBIC-2A7A/hqdefault.jpg
Blender Octane Part 14 How To Make Glossy Material,IIFearII,409,00:16:28,2021-06-22,Beginner Tutorial,https://www.youtube.com/watch?v=SmHdfST4Uss,thumbs/SmHdfST4Uss.jpg,https://i.ytimg.com/vi/SmHdfST4Uss/hqdefault.jpg
Daily Update #5 Your Questions & NO Thumbnails,1 Polygon With Me,46,00:16:46,2025-08-04,Beginner Tutorial,https://www.youtube.com/watch?v=abGoMG9MN4M,thumbs/abGoMG9MN4M.jpg,https://i.ytimg.com/vi/abGoMG9MN4M/hqdefault.jpg
Procedural Material Transition in Octane for Blender: Create Stunning Product Motion Graphics!,J_Roenn ,10475,00:16:49,2023-08-09,Beginner Tutorial,https://www.youtube.com/watch?v=BPhS9GaDj0E,thumbs/BPhS9GaDj0E.jpg,https://i.ytimg.com/vi/BPhS9GaDj0E/hqdefault.jpg
Blender Octane Render Tutorial | SSS Skin Material,Ambocc 3D,7807,00:16:54,2023-02-07,Beginner Tutorial,https://www.youtube.com/watch?v=862fiJNf0hE,thumbs/862fiJNf0hE.jpg,https://i.ytimg.com/vi/862fiJNf0hE/hqdefault.jpg
LIGHT MIX feature Blender+Octane,3D Shaker,15558,00:17:08,2020-11-02,Beginner Tutorial,https://www.youtube.com/watch?v=R9c68dJYsec,thumbs/R9c68dJYsec.jpg,https://i.ytimg.com/vi/R9c68dJYsec/hqdefault.jpg
Silverwing Quick-Tip: Octane C4D & Blender - Using Multiple UV-Sets,SilverwingVFX,2684,00:17:17,2024-06-02,Beginner Tutorial,https://www.youtube.com/watch?v=6sW4tNxtct4,thumbs/6sW4tNxtct4.jpg,https://i.ytimg.com/vi/6sW4tNxtct4/hqdefault.jpg
Blender Octane Tutorial | Creating a wave animation in Blender Octane,Franz Röhrle,6134,00:17:20,2021-04-08,Beginner Tutorial,https://www.youtube.com/watch?v=zfjXCoe0Lxc,thumbs/zfjXCoe0Lxc.jpg,https://i.ytimg.com/vi/zfjXCoe0Lxc/hqdefault.jpg
Blender Octane Tutorial | How to create a chill cloud scene in Blender Octane,Franz Röhrle,14207,00:17:20,2021-01-13,Beginner Tutorial,https://www.youtube.com/watch?v=rjS7NGUuRiA,thumbs/rjS7NGUuRiA.jpg,https://i.ytimg.com/vi/rjS7NGUuRiA/hqdefault.jpg
Tutorial - Few steps to make realistic textures using Blender Octane,ArchiVizual,7975,00:17:37,2021-07-20,Beginner Tutorial,https://www.youtube.com/watch?v=sm-RV_l6VUM,thumbs/sm-RV_l6VUM.jpg,https://i.ytimg.com/vi/sm-RV_l6VUM/hqdefault.jpg
make a dispersion looping animation | blender octane |  project file,Index 3D,63209,00:17:47,2020-04-03,Beginner Tutorial,https://www.youtube.com/watch?v=zBQHm4Mc-R4,thumbs/zBQHm4Mc-R4.jpg,https://i.ytimg.com/vi/zBQHm4Mc-R4/hqdefault.jpg
Octane 2025.1 Vectron Masterclass – Procedural Power in Blender,Octane Universe,4482,00:17:48,2025-04-22,Beginner Tutorial,https://www.youtube.com/watch?v=m0SDxL4-Bbw,thumbs/m0SDxL4-Bbw.jpg,https://i.ytimg.com/vi/m0SDxL4-Bbw/hqdefault.jpg
How I Render Animations Fast in Octane Blender,1 Polygon With Me,689,00:17:50,2025-07-26,Beginner Tutorial,https://www.youtube.com/watch?v=4nyaxoVRE0Y,thumbs/4nyaxoVRE0Y.jpg,https://i.ytimg.com/vi/4nyaxoVRE0Y/hqdefault.jpg
Beginner's Guide to Blender Octane - Part 1,ArchiVizual,11398,00:17:59,2021-08-10,Beginner Tutorial,https://www.youtube.com/watch?v=Vu0tDW-RYmY,thumbs/Vu0tDW-RYmY.jpg,https://i.ytimg.com/vi/Vu0tDW-RYmY/hqdefault.jpg
Worn Edges Material | Blender & Octane Tutorial,Timvias,2171,00:18:11,2023-06-26,Beginner Tutorial,https://www.youtube.com/watch?v=eoRe_a0wAGo,thumbs/eoRe_a0wAGo.jpg,https://i.ytimg.com/vi/eoRe_a0wAGo/hqdefault.jpg
Blender Octane Tutorial | How to create a Realistic Planet in 15 minutes inside of Blender Octane,Franz Röhrle,5428,00:18:14,2021-02-03,Beginner Tutorial,https://www.youtube.com/watch?v=Iq9pDuvuiuw,thumbs/Iq9pDuvuiuw.jpg,https://i.ytimg.com/vi/Iq9pDuvuiuw/hqdefault.jpg
How To Create A Blackhole With Octane in Blender,RGB3D,2001,00:18:17,2021-04-28,Beginner Tutorial,https://www.youtube.com/watch?v=grhPeJuxS2A,thumbs/grhPeJuxS2A.jpg,https://i.ytimg.com/vi/grhPeJuxS2A/hqdefault.jpg
"The Ultimate Render Engine Comparison Octane render, Arnold, Redshift #blender #cinema4d #render",AMINOVIDS,533,00:18:53,2025-06-29,Beginner Tutorial,https://www.youtube.com/watch?v=0SBAyzHfAqI,thumbs/0SBAyzHfAqI.jpg,https://i.ytimg.com/vi/0SBAyzHfAqI/hqdefault.jpg
"Daily Update #2 – From $0 to $482 MRR in 7 Months (No Clients, No Course Sales)",1 Polygon With Me,171,00:18:56,2025-08-01,Beginner Tutorial,https://www.youtube.com/watch?v=Zp0iN-jlaJ4,thumbs/Zp0iN-jlaJ4.jpg,https://i.ytimg.com/vi/Zp0iN-jlaJ4/hqdefault.jpg
Essential Starter Kit -  Octane Blender Edition (2025),multimicah.,6570,00:18:56,2025-01-29,Beginner Tutorial,https://www.youtube.com/watch?v=-rrMqTkjS4A,thumbs/-rrMqTkjS4A.jpg,https://i.ytimg.com/vi/-rrMqTkjS4A/hqdefault.jpg
Import EmberGen VDB files in Octane for Blender w/ Lino Grandi | NVIDIA Studio Session,NVIDIA Studio,10489,00:18:58,2020-09-09,Beginner Tutorial,https://www.youtube.com/watch?v=jq1mYH59UCM,thumbs/jq1mYH59UCM.jpg,https://i.ytimg.com/vi/jq1mYH59UCM/hqdefault.jpg
Apple macOS Style Desktop Wallpaper Tutorial | Blender Octane Render,MYSPACESHIP,51,00:18:59,2025-07-14,Beginner Tutorial,https://www.youtube.com/watch?v=1Zd2Z6gSCNA,thumbs/1Zd2Z6gSCNA.jpg,https://i.ytimg.com/vi/1Zd2Z6gSCNA/hqdefault.jpg
Why you should quit Cycles and switch Octane,Blender Knights,2923,00:19:12,2025-02-16,Beginner Tutorial,https://www.youtube.com/watch?v=o_5dKG6cRtc,thumbs/o_5dKG6cRtc.jpg,https://i.ytimg.com/vi/o_5dKG6cRtc/hqdefault.jpg
Tricks and Tips - 10 Tips to Optimize your Renders in Blender Octane,ArchiVizual,1418,00:19:19,2023-01-18,Beginner Tutorial,https://www.youtube.com/watch?v=DWph0EI7caU,thumbs/DWph0EI7caU.jpg,https://i.ytimg.com/vi/DWph0EI7caU/hqdefault.jpg
Daily Update #3 Making Metal & Render Network,1 Polygon With Me,140,00:19:32,2025-08-02,Beginner Tutorial,https://www.youtube.com/watch?v=aQLjZqAdL_I,thumbs/aQLjZqAdL_I.jpg,https://i.ytimg.com/vi/aQLjZqAdL_I/hqdefault.jpg
Open Scene of the Boho Living Room created in Blender Octane,ArchiVizual,1267,00:19:50,2021-04-28,Beginner Tutorial,https://www.youtube.com/watch?v=7XHTju6OwjI,thumbs/7XHTju6OwjI.jpg,https://i.ytimg.com/vi/7XHTju6OwjI/hqdefault.jpg
Blender Octane Tutorial | Create a procedural low poly landscape,Franz Röhrle,1708,00:20:05,2021-02-21,Beginner Tutorial,https://www.youtube.com/watch?v=DSrpMVvTQ5Q,thumbs/DSrpMVvTQ5Q.jpg,https://i.ytimg.com/vi/DSrpMVvTQ5Q/hqdefault.jpg
Deeper Understanding Of The CG Camera Using Blender & Octane,J_Roenn ,4178,00:20:24,2023-10-02,Beginner Tutorial,https://www.youtube.com/watch?v=2-IWzYESe38,thumbs/2-IWzYESe38.jpg,https://i.ytimg.com/vi/2-IWzYESe38/hqdefault.jpg
Elevate your Surfacing Workflow,Johnny Fehr,383,00:20:26,2025-08-01,Beginner Tutorial,https://www.youtube.com/watch?v=VLvPFUNpjZY,thumbs/VLvPFUNpjZY.jpg,https://i.ytimg.com/vi/VLvPFUNpjZY/hqdefault.jpg
Blender Octane Tutorial | How to create the Oostenbroek Effect in Blender Octane,Franz Röhrle,3624,00:20:33,2020-12-08,Beginner Tutorial,https://www.youtube.com/watch?v=D2-RAEx5u54,thumbs/D2-RAEx5u54.jpg,https://i.ytimg.com/vi/D2-RAEx5u54/hqdefault.jpg
Engraved Logo | Blender & Octane Tutorial,Timvias,493,00:20:37,2023-07-10,Beginner Tutorial,https://www.youtube.com/watch?v=Z9VfqAxOi6A,thumbs/Z9VfqAxOi6A.jpg,https://i.ytimg.com/vi/Z9VfqAxOi6A/hqdefault.jpg
Step-by-Step Guide to Volumetric Fog and Lighting in Octane Render for Blender,EgoMotion,2289,00:20:43,2024-08-04,Beginner Tutorial,https://www.youtube.com/watch?v=rsHa6mkAhjo,thumbs/rsHa6mkAhjo.jpg,https://i.ytimg.com/vi/rsHa6mkAhjo/hqdefault.jpg
【Blender octane】 Full technical explanation 24: Diffuse Material.OC全技术宝典24:漫射材质,4D yorha,69,00:20:47,2020-06-24,Beginner Tutorial,https://www.youtube.com/watch?v=B-KtDeKe-wU,thumbs/B-KtDeKe-wU.jpg,https://i.ytimg.com/vi/B-KtDeKe-wU/hqdefault.jpg
Blender Octane Tutorial | How to make Scifi Sunrise Scene in Blender Octane,Franz Röhrle,6757,00:21:11,2020-11-20,Beginner Tutorial,https://www.youtube.com/watch?v=IcQa6AgOZH0,thumbs/IcQa6AgOZH0.jpg,https://i.ytimg.com/vi/IcQa6AgOZH0/hqdefault.jpg
"Blender Octane Tutorial | Create a grassy hill, and model your own logo in Blender Octane",Franz Röhrle,7366,00:22:03,2021-02-11,Beginner Tutorial,https://www.youtube.com/watch?v=zUzyCGQ2B5k,thumbs/zUzyCGQ2B5k.jpg,https://i.ytimg.com/vi/zUzyCGQ2B5k/hqdefault.jpg
Most Artists Skip This Blender Octane Trick,1 Polygon With Me,538,00:22:10,2025-07-17,Beginner Tutorial,https://www.youtube.com/watch?v=Jsdy9QuYTjU,thumbs/Jsdy9QuYTjU.jpg,https://i.ytimg.com/vi/Jsdy9QuYTjU/hqdefault.jpg
Установка Blender Octane Edition | Путь к Безграничной Реалистичности!,Batyr K.,10606,00:22:17,2024-04-05,Beginner Tutorial,https://www.youtube.com/watch?v=6bXTeqwtMlc,thumbs/6bXTeqwtMlc.jpg,https://i.ytimg.com/vi/6bXTeqwtMlc/hqdefault.jpg
3D Визуализация Продукта в Octane Blender | Композиция и Свет,Batyr K.,1300,00:22:20,2025-02-21,Beginner Tutorial,https://www.youtube.com/watch?v=JO7WkIrBHTU,thumbs/JO7WkIrBHTU.jpg,https://i.ytimg.com/vi/JO7WkIrBHTU/hqdefault.jpg
"How I Built a $5k Blender Skool Community ""My Journey""",1PolygoneWithMeSkool,16,00:22:53,2025-08-08,Beginner Tutorial,https://www.youtube.com/watch?v=HNVR1w8Ml4w,thumbs/HNVR1w8Ml4w.jpg,https://i.ytimg.com/vi/HNVR1w8Ml4w/hqdefault.jpg
Blender Octane Tutorial | How to make Fast Scifi Scene in Blender Octane,Franz Röhrle,41874,00:22:55,2020-11-08,Beginner Tutorial,https://www.youtube.com/watch?v=ff57K9Y2Os8,thumbs/ff57K9Y2Os8.jpg,https://i.ytimg.com/vi/ff57K9Y2Os8/hqdefault.jpg
Octane Blender Camera Tracking Tutorial That Actually WORKS,1 Polygon With Me,439,00:23:00,2025-03-30,Beginner Tutorial,https://www.youtube.com/watch?v=blMId5HWXpM,thumbs/blMId5HWXpM.jpg,https://i.ytimg.com/vi/blMId5HWXpM/hqdefault.jpg
Why Choose Skool Over Patreon for 3D Artists?,1PolygoneWithMeSkool,2,00:23:17,2025-08-10,Beginner Tutorial,https://www.youtube.com/watch?v=4W4WaygMSj0,thumbs/4W4WaygMSj0.jpg,https://i.ytimg.com/vi/4W4WaygMSj0/hqdefault.jpg
Blender Octane Tutorial | Creating covers in Blender Octane and Photoshop,Franz Röhrle,2720,00:23:32,2021-03-12,Beginner Tutorial,https://www.youtube.com/watch?v=VpLGN5VIkcw,thumbs/VpLGN5VIkcw.jpg,https://i.ytimg.com/vi/VpLGN5VIkcw/hqdefault.jpg
3 Mistakes Killing Your Blender Octane Renders,1PolygoneWithMeSkool,11,00:23:37,2025-08-09,Beginner Tutorial,https://www.youtube.com/watch?v=QwVeQugPCXs,thumbs/QwVeQugPCXs.jpg,https://i.ytimg.com/vi/QwVeQugPCXs/hqdefault.jpg
Part 4: Projection Mapping and Fog in Blender 2.8 and Octane,Final Result,7313,00:23:46,2020-02-26,Beginner Tutorial,https://www.youtube.com/watch?v=W3lv3vcTfZ8,thumbs/W3lv3vcTfZ8.jpg,https://i.ytimg.com/vi/W3lv3vcTfZ8/hqdefault.jpg
"Octane for Blender  // Octane, E-Cycles or Cycles, which one should I use?!",Alex Pearce,39054,00:24:05,2020-10-19,Beginner Tutorial,https://www.youtube.com/watch?v=OxgOwihThbc,thumbs/OxgOwihThbc.jpg,https://i.ytimg.com/vi/OxgOwihThbc/hqdefault.jpg
Colour Management Pitfalls - Blender Octane,Ed O'Connell,1003,00:24:17,2022-11-06,Beginner Tutorial,https://www.youtube.com/watch?v=CIhS08qISb0,thumbs/CIhS08qISb0.jpg,https://i.ytimg.com/vi/CIhS08qISb0/hqdefault.jpg
All Procedural Textures Octane Render | Blender,TOLSTIKOV,1722,00:24:27,2023-01-06,Beginner Tutorial,https://www.youtube.com/watch?v=9Cm48rS5o_8,thumbs/9Cm48rS5o_8.jpg,https://i.ytimg.com/vi/9Cm48rS5o_8/hqdefault.jpg
Blender / Octane Render - TAP UI workflow,Breno Azevedo,111,00:24:39,2023-10-16,Beginner Tutorial,https://www.youtube.com/watch?v=phypl5pKPQ4,thumbs/phypl5pKPQ4.jpg,https://i.ytimg.com/vi/phypl5pKPQ4/hqdefault.jpg
Blender Octane Part 13 How To Make Metal Material,IIFearII,1625,00:24:47,2021-05-29,Beginner Tutorial,https://www.youtube.com/watch?v=3xP4nhMPGyI,thumbs/3xP4nhMPGyI.jpg,https://i.ytimg.com/vi/3xP4nhMPGyI/hqdefault.jpg
Blender Octane Tutorial | How to model and render a abstract pipe system in Blender Octane,Franz Röhrle,2091,00:25:17,2021-01-01,Beginner Tutorial,https://www.youtube.com/watch?v=IDrl_pWtq80,thumbs/IDrl_pWtq80.jpg,https://i.ytimg.com/vi/IDrl_pWtq80/hqdefault.jpg
"Why I Use Octane Blender Ep.4  Render Network, Dust & Webs",1 Polygon With Me,3359,00:26:07,2024-11-01,Beginner Tutorial,https://www.youtube.com/watch?v=w6IjFr7E3YE,thumbs/w6IjFr7E3YE.jpg,https://i.ytimg.com/vi/w6IjFr7E3YE/hqdefault.jpg
Rendering Jewelry in Octane Render for Blender,djtutorials,14975,00:26:34,2022-01-28,Beginner Tutorial,https://www.youtube.com/watch?v=pHQBNze1a4E,thumbs/pHQBNze1a4E.jpg,https://i.ytimg.com/vi/pHQBNze1a4E/hqdefault.jpg
"How I Use Octane Blender ""Photorealism Deep Dive""",1 Polygon With Me,493,00:26:35,2025-05-28,Beginner Tutorial,https://www.youtube.com/watch?v=R_EYHddnQiM,thumbs/R_EYHddnQiM.jpg,https://i.ytimg.com/vi/R_EYHddnQiM/hqdefault.jpg
Octane Blender EXR Secrets for Mind-Blowing Renders,1 Polygon With Me,1054,00:26:41,2025-01-08,Beginner Tutorial,https://www.youtube.com/watch?v=PPTDoV1fLgw,thumbs/PPTDoV1fLgw.jpg,https://i.ytimg.com/vi/PPTDoV1fLgw/hqdefault.jpg
Octane Render Photon Tracing For Blender 3.2 | New Caustics Render Kernel,djtutorials,6262,00:26:57,2022-12-15,Beginner Tutorial,https://www.youtube.com/watch?v=mZnh8sMpL4Q,thumbs/mZnh8sMpL4Q.jpg,https://i.ytimg.com/vi/mZnh8sMpL4Q/hqdefault.jpg
Making Blouie & Sam - Adding fur in Blender 3.0.1. and Octane Render - Tutorial,ANY3D Roman Kessler,1694,00:27:29,2022-02-26,Beginner Tutorial,https://www.youtube.com/watch?v=qA1oe6jLI8U,thumbs/qA1oe6jLI8U.jpg,https://i.ytimg.com/vi/qA1oe6jLI8U/hqdefault.jpg
IES Lighting and Motion Blur Blender and Octane,Final Result,2027,00:27:54,2020-09-21,Beginner Tutorial,https://www.youtube.com/watch?v=wxJZm4EgF_M,thumbs/wxJZm4EgF_M.jpg,https://i.ytimg.com/vi/wxJZm4EgF_M/hqdefault.jpg
Complete Introduction to Octane render for Blender,OnlyBooleans,1292,00:27:58,2025-03-07,Beginner Tutorial,https://www.youtube.com/watch?v=gljzPGzqwAE,thumbs/gljzPGzqwAE.jpg,https://i.ytimg.com/vi/gljzPGzqwAE/hqdefault.jpg
Blender Octane in 2024 - A Beginner's Guide,1 Polygon With Me,3665,00:27:59,2023-12-02,Beginner Tutorial,https://www.youtube.com/watch?v=mstIJrO66RM,thumbs/mstIJrO66RM.jpg,https://i.ytimg.com/vi/mstIJrO66RM/hqdefault.jpg
Photography w/ Octane in Blender | Tutorial,Popular Imagination ,7144,00:28:02,2024-09-28,Beginner Tutorial,https://www.youtube.com/watch?v=EVZCZjFlJz8,thumbs/EVZCZjFlJz8.jpg,https://i.ytimg.com/vi/EVZCZjFlJz8/hqdefault.jpg
Introduction to Octane for Blender: Part 2 - Deep Dive into Texturing & Materials,J_Roenn ,14336,00:28:36,2023-06-17,Beginner Tutorial,https://www.youtube.com/watch?v=gBUOgydSqzk,thumbs/gBUOgydSqzk.jpg,https://i.ytimg.com/vi/gBUOgydSqzk/hqdefault.jpg
Tutorial - Creating a Realistic Rug in Blender Octane,ArchiVizual,1791,00:28:46,2022-10-05,Beginner Tutorial,https://www.youtube.com/watch?v=ZkvaKFPC3C0,thumbs/ZkvaKFPC3C0.jpg,https://i.ytimg.com/vi/ZkvaKFPC3C0/hqdefault.jpg
Silverwing: All Octane Materials Run-Through,SilverwingVFX,4156,00:29:16,2025-06-10,Beginner Tutorial,https://www.youtube.com/watch?v=vWg_AO3Wpy8,thumbs/vWg_AO3Wpy8.jpg,https://i.ytimg.com/vi/vWg_AO3Wpy8/hqdefault.jpg
Best Octane Render Denoising Workflow in BLENDER,EgoMotion,1778,00:29:27,2025-05-13,Beginner Tutorial,https://www.youtube.com/watch?v=NlDrXkb37lg,thumbs/NlDrXkb37lg.jpg,https://i.ytimg.com/vi/NlDrXkb37lg/hqdefault.jpg
Crazy Camera Tracker For Blender 4.5,NPS 3D™,6118,00:29:38,2025-08-03,Beginner Tutorial,https://www.youtube.com/watch?v=YbyXK4U1GuA,thumbs/YbyXK4U1GuA.jpg,https://i.ytimg.com/vi/YbyXK4U1GuA/hqdefault.jpg
I Found a SECRET RENDER ENGINE in Blender 4.3,Blender Knights,3084,00:29:39,2025-02-13,Beginner Tutorial,https://www.youtube.com/watch?v=fDGRe-xhCVc,thumbs/fDGRe-xhCVc.jpg,https://i.ytimg.com/vi/fDGRe-xhCVc/hqdefault.jpg
Lighting in Blender Octane - Part 1,ArchiVizual,3612,00:29:47,2021-08-17,Beginner Tutorial,https://www.youtube.com/watch?v=qP1q9Osw4WE,thumbs/qP1q9Osw4WE.jpg,https://i.ytimg.com/vi/qP1q9Osw4WE/hqdefault.jpg
Silverwing: All Octane Lights Run-Through,SilverwingVFX,2605,00:29:58,2025-06-24,Beginner Tutorial,https://www.youtube.com/watch?v=PQutTXwxhIQ,thumbs/PQutTXwxhIQ.jpg,https://i.ytimg.com/vi/PQutTXwxhIQ/hqdefault.jpg
How I made concept art using 3DCoat and Blender Octane,Nivellium,1947,00:30:07,2025-01-11,Beginner Tutorial,https://www.youtube.com/watch?v=4tnxEWSwM1I,thumbs/4tnxEWSwM1I.jpg,https://i.ytimg.com/vi/4tnxEWSwM1I/hqdefault.jpg
"Environment Concept in C4D, Blender, Octane + Photoshop // The Practice 243",Diligence Studio // Digital Art + Illustration,1225,00:31:34,2021-06-17,Beginner Tutorial,https://www.youtube.com/watch?v=alEqwDf8Rhk,thumbs/alEqwDf8Rhk.jpg,https://i.ytimg.com/vi/alEqwDf8Rhk/hqdefault.jpg
